Tiempo,Temperatura,Temp ajustada,Cmd 
2370,33.44,"33,44",45.00
2371,33.44,"33,44",45.00
2372,33.44,"33,44",45.00
2373,33.44,"33,44",45.00
2374,33.38,"33,38",45.00
2375,33.38,"33,38",45.00
2376,33.44,"33,44",45.00
2377,33.44,"33,44",45.00
2378,33.44,"33,44",45.00
2379,33.38,"33,38",45.00
2380,33.38,"33,38",45.00
2381,33.38,"33,38",45.00
2382,33.38,"33,38",45.00
2383,33.44,"33,44",45.00
2384,33.38,"33,38",45.00
2385,33.44,"33,44",45.00
2386,33.38,"33,38",45.00
2387,33.38,"33,38",45.00
2388,33.38,"33,38",45.00
2389,33.38,"33,38",45.00
2390,33.38,"33,38",45.00
2391,33.38,"33,38",45.00
2392,33.38,"33,38",45.00
2393,33.44,"33,44",45.00
2394,33.38,"33,38",45.00
2395,33.38,"33,38",45.00
2396,33.38,"33,38",45.00
2397,33.38,"33,38",45.00
2398,33.38,"33,38",45.00
2399,33.38,"33,38",45.00
2400,33.38,"33,38",45.00
2401,33.44,"33,44",45.00
2402,33.31,"33,31",45.00
2403,33.31,"33,31",45.00
2404,33.31,"33,31",45.00
2405,33.38,"33,38",45.00
2406,33.38,"33,38",45.00
2407,33.38,"33,38",45.00
2408,33.38,"33,38",45.00
2409,33.38,"33,38",45.00
2410,33.38,"33,38",45.00
2411,33.38,"33,38",45.00
2412,33.38,"33,38",45.00
2413,33.38,"33,38",45.00
2414,33.38,"33,38",45.00
2415,33.38,"33,38",45.00
2416,33.38,"33,38",45.00
2417,33.38,"33,38",55.00
2418,33.38,"33,38",55.00
2419,33.44,"33,44",55.00
2420,33.44,"33,44",55.00
2421,33.50,"33,50",55.00
2422,33.50,"33,50",55.00
2423,33.56,"33,56",55.00
2424,33.63,"33,63",55.00
2425,33.69,"33,69",55.00
2426,33.75,"33,75",55.00
2427,33.75,"33,75",55.00
2428,33.81,"33,81",55.00
2429,33.88,"33,88",55.00
2430,33.94,"33,94",55.00
2431,33.94,"33,94",55.00
2432,34.00,"34,00",55.00
2433,34.06,"34,06",55.00
2434,34.13,"34,13",55.00
2435,34.13,"34,13",55.00
2436,34.13,"34,13",55.00
2437,34.25,"34,25",55.00
2438,34.25,"34,25",55.00
2439,34.31,"34,31",55.00
2440,34.31,"34,31",55.00
2441,34.31,"34,31",55.00
2442,34.44,"34,44",55.00
2443,34.44,"34,44",55.00
2444,34.50,"34,50",55.00
2445,34.50,"34,50",55.00
2446,34.56,"34,56",55.00
2447,34.56,"34,56",55.00
2448,34.56,"34,56",55.00
2449,34.63,"34,63",55.00
2450,34.69,"34,69",55.00
2451,34.69,"34,69",55.00
2452,34.69,"34,69",55.00
2453,34.75,"34,75",55.00
2454,34.81,"34,81",55.00
2455,34.75,"34,75",55.00
2456,34.81,"34,81",55.00
2457,34.81,"34,81",55.00
2458,34.88,"34,88",55.00
2459,34.88,"34,88",55.00
2460,34.94,"34,94",55.00
2461,35.00,"35,00",55.00
2462,34.94,"34,94",55.00
2463,35.00,"35,00",55.00
2464,35.00,"35,00",55.00
2465,35.06,"35,06",55.00
2466,35.06,"35,06",55.00
2467,35.06,"35,06",55.00
2468,35.06,"35,06",55.00
2469,35.13,"35,13",55.00
2470,35.19,"35,19",55.00
2471,35.19,"35,19",55.00
2472,35.13,"35,13",55.00
2473,35.19,"35,19",55.00
2474,35.19,"35,19",55.00
2475,35.25,"35,25",55.00
2476,35.25,"35,25",55.00
2477,35.25,"35,25",55.00
2478,35.25,"35,25",55.00
2479,35.31,"35,31",55.00
2480,35.31,"35,31",55.00
2481,35.38,"35,38",55.00
2482,35.31,"35,31",55.00
2483,35.31,"35,31",55.00
2484,35.38,"35,38",55.00
2485,35.38,"35,38",55.00
2486,35.38,"35,38",55.00
2487,35.44,"35,44",55.00
2488,35.44,"35,44",55.00
2489,35.44,"35,44",55.00
2490,35.44,"35,44",55.00
2491,35.50,"35,50",55.00
2492,35.50,"35,50",55.00
2493,35.50,"35,50",55.00
2494,35.50,"35,50",55.00
2495,35.56,"35,56",55.00
2496,35.50,"35,50",55.00
2497,35.56,"35,56",55.00
2498,35.56,"35,56",55.00
2499,35.56,"35,56",55.00
2500,35.56,"35,56",55.00
2501,35.56,"35,56",55.00
2502,35.63,"35,63",55.00
2503,35.63,"35,63",55.00
2504,35.63,"35,63",55.00
2505,35.63,"35,63",55.00
2506,35.63,"35,63",55.00
2507,35.69,"35,69",55.00
2508,35.69,"35,69",55.00
2509,35.69,"35,69",55.00
2510,35.69,"35,69",55.00
2511,35.75,"35,75",55.00
2512,35.69,"35,69",55.00
2513,35.75,"35,75",55.00
2514,35.75,"35,75",55.00
2515,35.75,"35,75",55.00
2516,35.75,"35,75",55.00
2517,35.81,"35,81",55.00
2518,35.75,"35,75",55.00
2519,35.75,"35,75",55.00
2520,35.81,"35,81",55.00
2521,35.81,"35,81",55.00
2522,35.81,"35,81",55.00
2523,35.81,"35,81",55.00
2524,35.88,"35,88",55.00
2525,35.81,"35,81",55.00
2526,35.88,"35,88",55.00
2527,35.88,"35,88",55.00
2528,35.88,"35,88",55.00
2529,35.88,"35,88",55.00
2530,35.88,"35,88",55.00
2531,35.88,"35,88",55.00
2532,35.88,"35,88",55.00
2533,35.88,"35,88",55.00
2534,35.88,"35,88",55.00
2535,35.88,"35,88",55.00
2536,35.88,"35,88",55.00
2537,35.94,"35,94",55.00
2538,35.94,"35,94",55.00
2539,35.94,"35,94",55.00
2540,35.94,"35,94",55.00
2541,35.94,"35,94",55.00
2542,36.00,"36,00",55.00
2543,35.94,"35,94",55.00
2544,35.94,"35,94",55.00
2545,36.00,"36,00",55.00
2546,36.00,"36,00",55.00
2547,36.00,"36,00",55.00
2548,36.00,"36,00",55.00
2549,36.00,"36,00",55.00
2550,36.00,"36,00",55.00
2551,36.06,"36,06",55.00
2552,36.06,"36,06",55.00
2553,36.06,"36,06",55.00
2554,36.00,"36,00",55.00
2555,36.00,"36,00",55.00
2556,36.06,"36,06",55.00
2557,36.06,"36,06",55.00
2558,36.06,"36,06",55.00
2559,36.06,"36,06",55.00
2560,36.06,"36,06",55.00
2561,36.06,"36,06",55.00
2562,36.06,"36,06",55.00
2563,36.13,"36,13",55.00
2564,36.06,"36,06",55.00
2565,36.06,"36,06",55.00
2566,36.06,"36,06",55.00
2567,36.13,"36,13",55.00
2568,36.13,"36,13",55.00
2569,36.06,"36,06",55.00
2570,36.13,"36,13",55.00
2571,36.13,"36,13",55.00
2572,36.13,"36,13",55.00
2573,36.13,"36,13",55.00
2574,36.13,"36,13",55.00
2575,36.13,"36,13",55.00
2576,36.13,"36,13",55.00
2577,36.13,"36,13",55.00
2578,36.13,"36,13",55.00
2579,36.13,"36,13",55.00
2580,36.19,"36,19",55.00
2581,36.13,"36,13",55.00
2582,36.13,"36,13",55.00
2583,36.19,"36,19",55.00
2584,36.19,"36,19",55.00
2585,36.19,"36,19",55.00
2586,36.19,"36,19",55.00
2587,36.19,"36,19",55.00
2588,36.19,"36,19",55.00
2589,36.19,"36,19",55.00
2590,36.19,"36,19",55.00
2591,36.19,"36,19",55.00
2592,36.19,"36,19",55.00
2593,36.19,"36,19",55.00
2594,36.19,"36,19",55.00
2595,36.19,"36,19",55.00
2596,36.19,"36,19",55.00
2597,36.19,"36,19",55.00
2598,36.19,"36,19",55.00
2599,36.19,"36,19",55.00
2600,36.19,"36,19",55.00
2601,36.19,"36,19",55.00
2602,36.19,"36,19",55.00
2603,36.25,"36,25",55.00
2604,36.19,"36,19",55.00
2605,36.19,"36,19",55.00
2606,36.19,"36,19",55.00
2607,36.19,"36,19",55.00
2608,36.19,"36,19",55.00
2609,36.25,"36,25",55.00
2610,36.19,"36,19",55.00
2611,36.19,"36,19",55.00
2612,36.25,"36,25",55.00
2613,36.25,"36,25",55.00
2614,36.25,"36,25",55.00
2615,36.25,"36,25",55.00
2616,36.25,"36,25",55.00
2617,36.25,"36,25",55.00
2618,36.31,"36,31",55.00
2619,36.25,"36,25",55.00
2620,36.31,"36,31",55.00
2621,36.25,"36,25",55.00
2622,36.25,"36,25",55.00
2623,36.31,"36,31",55.00
2624,36.31,"36,31",55.00
2625,36.31,"36,31",55.00
2626,36.31,"36,31",55.00
2627,36.31,"36,31",55.00
2628,36.31,"36,31",55.00
2629,36.31,"36,31",55.00
2630,36.31,"36,31",55.00
2631,36.31,"36,31",55.00
2632,36.31,"36,31",55.00
2633,36.25,"36,25",55.00
2634,36.31,"36,31",55.00
2635,36.25,"36,25",55.00
2636,36.25,"36,25",55.00
2637,36.31,"36,31",55.00
2638,36.25,"36,25",55.00
2639,36.25,"36,25",55.00
2640,36.31,"36,31",55.00
2641,36.31,"36,31",55.00
2642,36.25,"36,25",55.00
2643,36.31,"36,31",55.00
2644,36.25,"36,25",55.00
2645,36.31,"36,31",55.00
2646,36.31,"36,31",55.00
2647,36.31,"36,31",55.00
2648,36.25,"36,25",55.00
2649,36.25,"36,25",55.00
2650,36.31,"36,31",55.00
2651,36.31,"36,31",55.00
2652,36.31,"36,31",55.00
2653,36.25,"36,25",55.00
2654,36.31,"36,31",55.00
2655,36.31,"36,31",55.00
2656,36.31,"36,31",55.00
2657,36.25,"36,25",55.00
2658,36.31,"36,31",55.00
2659,36.31,"36,31",55.00
2660,36.31,"36,31",55.00
2661,36.31,"36,31",55.00
2662,36.25,"36,25",55.00
2663,36.25,"36,25",55.00
2664,36.25,"36,25",55.00
2665,36.31,"36,31",55.00
2666,36.25,"36,25",55.00
2667,36.25,"36,25",55.00
2668,36.31,"36,31",55.00
2669,36.31,"36,31",55.00
2670,36.31,"36,31",55.00
2671,36.25,"36,25",55.00
2672,36.31,"36,31",55.00
2673,36.31,"36,31",55.00
2674,36.31,"36,31",55.00
2675,36.31,"36,31",55.00
2676,36.31,"36,31",55.00
2677,36.31,"36,31",55.00
2678,36.31,"36,31",55.00
2679,36.31,"36,31",55.00
2680,36.31,"36,31",55.00
2681,36.31,"36,31",55.00
2682,36.31,"36,31",55.00
2683,36.31,"36,31",55.00
2684,36.25,"36,25",55.00
2685,36.31,"36,31",55.00
2686,36.25,"36,25",55.00
2687,36.25,"36,25",55.00
2688,36.25,"36,25",55.00
2689,36.31,"36,31",55.00
2690,36.31,"36,31",55.00
2691,36.31,"36,31",55.00
2692,36.31,"36,31",55.00
2693,36.31,"36,31",55.00
2694,36.31,"36,31",55.00
2695,36.25,"36,25",55.00
2696,36.31,"36,31",55.00
2697,36.31,"36,31",55.00
2698,36.31,"36,31",55.00
2699,36.31,"36,31",55.00
2700,36.31,"36,31",55.00
2701,36.31,"36,31",55.00
2702,36.31,"36,31",55.00
2703,36.38,"36,38",55.00
2704,36.31,"36,31",55.00
2705,36.38,"36,38",55.00
2706,36.38,"36,38",55.00
2707,36.31,"36,31",55.00
2708,36.31,"36,31",55.00
2709,36.38,"36,38",55.00
2710,36.31,"36,31",55.00
2711,36.31,"36,31",55.00
2712,36.38,"36,38",55.00
2713,36.38,"36,38",55.00
2714,36.38,"36,38",55.00
2715,36.38,"36,38",55.00
2716,36.31,"36,31",55.00
2717,36.31,"36,31",55.00
2718,36.38,"36,38",55.00
2719,36.38,"36,38",55.00
2720,36.31,"36,31",55.00
2721,36.38,"36,38",55.00
2722,36.38,"36,38",55.00
2723,36.38,"36,38",55.00
2724,36.38,"36,38",55.00
2725,36.31,"36,31",55.00
2726,36.38,"36,38",55.00
2727,36.38,"36,38",55.00
2728,36.38,"36,38",55.00
2729,36.38,"36,38",55.00
2730,36.38,"36,38",55.00
2731,36.38,"36,38",55.00
2732,36.38,"36,38",55.00
2733,36.38,"36,38",55.00
2734,36.38,"36,38",55.00
2735,36.38,"36,38",55.00
2736,36.38,"36,38",55.00
2737,36.38,"36,38",55.00
2738,36.38,"36,38",55.00
2739,36.38,"36,38",55.00
2740,36.38,"36,38",55.00
2741,36.44,"36,44",55.00
2742,36.38,"36,38",55.00
2743,36.38,"36,38",55.00
2744,36.38,"36,38",55.00
2745,36.38,"36,38",55.00
2746,36.38,"36,38",55.00
2747,36.44,"36,44",55.00
2748,36.44,"36,44",55.00
2749,36.44,"36,44",55.00
2750,36.44,"36,44",55.00
2751,36.44,"36,44",55.00
2752,36.44,"36,44",55.00
2753,36.44,"36,44",55.00
2754,36.44,"36,44",55.00
2755,36.44,"36,44",55.00
2756,36.38,"36,38",55.00
2757,36.44,"36,44",55.00
2758,36.44,"36,44",55.00
2759,36.38,"36,38",55.00
2760,36.38,"36,38",55.00
2761,36.44,"36,44",55.00
2762,36.44,"36,44",55.00
2763,36.44,"36,44",55.00
2764,36.44,"36,44",55.00
2765,36.44,"36,44",55.00
2766,36.44,"36,44",55.00
2767,36.50,"36,50",55.00
2768,36.44,"36,44",55.00
2769,36.44,"36,44",55.00
2770,36.44,"36,44",55.00
2771,36.44,"36,44",55.00
2772,36.44,"36,44",55.00
2773,36.44,"36,44",55.00
2774,36.44,"36,44",55.00
2775,36.44,"36,44",55.00
2776,36.44,"36,44",55.00
2777,36.50,"36,50",55.00
2778,36.44,"36,44",55.00
2779,36.44,"36,44",55.00
2780,36.44,"36,44",55.00
2781,36.44,"36,44",55.00
2782,36.50,"36,50",55.00
2783,36.44,"36,44",55.00
2784,36.44,"36,44",55.00
2785,36.50,"36,50",55.00
2786,36.44,"36,44",55.00
2787,36.44,"36,44",55.00
2788,36.44,"36,44",55.00
2789,36.44,"36,44",55.00
2790,36.44,"36,44",55.00
2791,36.44,"36,44",55.00
2792,36.44,"36,44",55.00
2793,36.44,"36,44",55.00
2794,36.50,"36,50",55.00
2795,36.50,"36,50",55.00
2796,36.50,"36,50",55.00
2797,36.50,"36,50",55.00
2798,36.50,"36,50",55.00
2799,36.44,"36,44",55.00
2800,36.50,"36,50",55.00
2801,36.50,"36,50",55.00
2802,36.50,"36,50",55.00
2803,36.44,"36,44",55.00
2804,36.50,"36,50",55.00
2805,36.50,"36,50",55.00
2806,36.50,"36,50",55.00
2807,36.50,"36,50",55.00
2808,36.50,"36,50",55.00
2809,36.50,"36,50",55.00
2810,36.50,"36,50",55.00
2811,36.50,"36,50",55.00
2812,36.50,"36,50",55.00
2813,36.50,"36,50",55.00
2814,36.50,"36,50",55.00
2815,36.50,"36,50",55.00
2816,36.50,"36,50",55.00
2817,36.50,"36,50",55.00
2818,36.50,"36,50",55.00
2819,36.50,"36,50",55.00
2820,36.50,"36,50",55.00
2821,36.50,"36,50",55.00
2822,36.50,"36,50",55.00
2823,36.50,"36,50",55.00
2824,36.50,"36,50",55.00
2825,36.50,"36,50",55.00
2826,36.50,"36,50",55.00
2827,36.50,"36,50",55.00
2828,36.44,"36,44",55.00
2829,36.50,"36,50",55.00
2830,36.50,"36,50",55.00
2831,36.44,"36,44",55.00
2832,36.50,"36,50",55.00
2833,36.50,"36,50",55.00
2834,36.50,"36,50",55.00
2835,36.50,"36,50",55.00
2836,36.50,"36,50",55.00
2837,36.50,"36,50",55.00
2838,36.50,"36,50",55.00
2839,36.50,"36,50",55.00
2840,36.44,"36,44",55.00
2841,36.50,"36,50",55.00
2842,36.50,"36,50",55.00
2843,36.50,"36,50",55.00
2844,36.50,"36,50",55.00
2845,36.50,"36,50",55.00
2846,36.50,"36,50",55.00
2847,36.50,"36,50",55.00
2848,36.50,"36,50",55.00
2849,36.50,"36,50",55.00
2850,36.50,"36,50",55.00
2851,36.50,"36,50",55.00
2852,36.50,"36,50",55.00
2853,36.50,"36,50",55.00
2854,36.50,"36,50",55.00
2855,36.50,"36,50",55.00
2856,36.50,"36,50",55.00
2857,36.50,"36,50",55.00
2858,36.50,"36,50",55.00
2859,36.50,"36,50",55.00
2860,36.50,"36,50",55.00
2861,36.50,"36,50",55.00
2862,36.50,"36,50",55.00
2863,36.50,"36,50",55.00
2864,36.50,"36,50",55.00
2865,36.50,"36,50",55.00
2866,36.50,"36,50",55.00
2867,36.50,"36,50",55.00
2868,36.50,"36,50",55.00
2869,36.50,"36,50",55.00
2870,36.50,"36,50",55.00
2871,36.56,"36,56",55.00
2872,36.50,"36,50",55.00
2873,36.50,"36,50",55.00
2874,36.56,"36,56",55.00
2875,36.50,"36,50",55.00
2876,36.50,"36,50",55.00
2877,36.50,"36,50",55.00
2878,36.50,"36,50",55.00
2879,36.50,"36,50",55.00
2880,36.50,"36,50",55.00
2881,36.56,"36,56",55.00
2882,36.56,"36,56",55.00
2883,36.56,"36,56",55.00
2884,36.50,"36,50",55.00
2885,36.56,"36,56",55.00
2886,36.50,"36,50",55.00
2887,36.50,"36,50",55.00
2888,36.50,"36,50",55.00
2889,36.50,"36,50",55.00
2890,36.56,"36,56",55.00
2891,36.50,"36,50",55.00
2892,36.56,"36,56",55.00
2893,36.56,"36,56",55.00
2894,36.56,"36,56",55.00
2895,36.56,"36,56",55.00
2896,36.50,"36,50",55.00
2897,36.56,"36,56",55.00
2898,36.56,"36,56",55.00
2899,36.56,"36,56",55.00
2900,36.56,"36,56",55.00
2901,36.50,"36,50",55.00
2902,36.50,"36,50",55.00
2903,36.50,"36,50",55.00
2904,36.50,"36,50",55.00
2905,36.56,"36,56",55.00
2906,36.50,"36,50",55.00
2907,36.50,"36,50",55.00
2908,36.50,"36,50",55.00
2909,36.56,"36,56",55.00
2910,36.56,"36,56",55.00
2911,36.56,"36,56",55.00
2912,36.56,"36,56",55.00
2913,36.56,"36,56",55.00
2914,36.56,"36,56",55.00
2915,36.56,"36,56",55.00
2916,36.56,"36,56",55.00
2917,36.50,"36,50",55.00
2918,36.56,"36,56",55.00
2919,36.50,"36,50",55.00
2920,36.56,"36,56",55.00
2921,36.56,"36,56",55.00
2922,36.56,"36,56",55.00
2923,36.56,"36,56",55.00
2924,36.50,"36,50",55.00
2925,36.50,"36,50",55.00
2926,36.50,"36,50",55.00
2927,36.50,"36,50",55.00
2928,36.50,"36,50",55.00
2929,36.50,"36,50",55.00
2930,36.50,"36,50",55.00
2931,36.56,"36,56",55.00
2932,36.50,"36,50",55.00
2933,36.50,"36,50",55.00
2934,36.50,"36,50",55.00
2935,36.56,"36,56",55.00
2936,36.50,"36,50",55.00
2937,36.50,"36,50",55.00
2938,36.50,"36,50",55.00
2939,36.50,"36,50",55.00
2940,36.50,"36,50",55.00
2941,36.50,"36,50",55.00
2942,36.50,"36,50",55.00
2943,36.50,"36,50",55.00
2944,36.56,"36,56",55.00
2945,36.50,"36,50",55.00
2946,36.50,"36,50",55.00
2947,36.50,"36,50",55.00
2948,36.50,"36,50",55.00
2949,36.50,"36,50",55.00
2950,36.50,"36,50",55.00
2951,36.50,"36,50",55.00
2952,36.50,"36,50",55.00
2953,36.50,"36,50",55.00
2954,36.50,"36,50",55.00
2955,36.50,"36,50",55.00
2956,36.50,"36,50",55.00
2957,36.50,"36,50",55.00
2958,36.50,"36,50",55.00
2959,36.50,"36,50",55.00
2960,36.50,"36,50",55.00
2961,36.44,"36,44",55.00
2962,36.50,"36,50",55.00
2963,36.44,"36,44",55.00
2964,36.44,"36,44",55.00
2965,36.44,"36,44",55.00
2966,36.44,"36,44",55.00
2967,36.44,"36,44",55.00
2968,36.44,"36,44",55.00
2969,36.44,"36,44",55.00
2970,36.44,"36,44",55.00
2971,36.50,"36,50",55.00
2972,36.44,"36,44",55.00
2973,36.50,"36,50",55.00
2974,36.44,"36,44",55.00
2975,36.50,"36,50",55.00
2976,36.44,"36,44",55.00
2977,36.44,"36,44",55.00
2978,36.44,"36,44",55.00
2979,36.50,"36,50",55.00
2980,36.44,"36,44",55.00
2981,36.44,"36,44",55.00
2982,36.44,"36,44",55.00
2983,36.50,"36,50",55.00
2984,36.50,"36,50",55.00
2985,36.44,"36,44",55.00
2986,36.44,"36,44",55.00
2987,36.44,"36,44",55.00
2988,36.44,"36,44",55.00
2989,36.44,"36,44",55.00
2990,36.44,"36,44",55.00
2991,36.44,"36,44",55.00
2992,36.44,"36,44",55.00
2993,36.44,"36,44",55.00
2994,36.50,"36,50",55.00
2995,36.44,"36,44",55.00
2996,36.50,"36,50",55.00
2997,36.50,"36,50",55.00
